StockCode,DescriptionClean,Revenue,UnitsSold,Orders,Customers,AvgUnitPrice,RevenueRank,VolumeRank,RankDifference,RevenuePerUnit,CumulativeRevenue,CumulativeRevenuePct,ProductPct
22222,CAKE PLATE LOVEBIRD WHITE,6160.84,1489,403,203,5.630868486352358,767.0,1635.0,868.0,4.137568838146407,14505225.600000009,70.83793941547806,13.249265849024011
84832,ZINC WILLIE WINKIE CANDLE STICK,6134.7,6805,634,281,1.07631007751938,768.0,372.0,-396.0,0.9014988978692138,14511360.300000008,70.86789892930541,13.266539989635515
22196,SMALL HEART MEASURING SPOONS,6130.99,6574,980,303,1.1788756218905472,769.0,383.0,-386.0,0.9326118040766657,14517491.290000008,70.89784032492058,13.283814130247022
21667,GLASS CAKE COVER AND PLATE,6126.25,354,163,119,18.958098159509202,770.0,3090.0,2320.0,17.305790960451976,14523617.540000008,70.92775857219996,13.301088270858525
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,6114.24,3516,345,224,1.7743304843304841,771.0,785.0,14.0,1.738976109215017,14529731.780000009,70.95761816726146,13.31836241147003
23118,PARISIENNE JEWELLERY DRAWER,6102.18,813,258,154,8.39046511627907,772.0,2298.0,1526.0,7.505756457564576,14535833.960000008,70.98741886592433,13.335636552081533
22849,BREAD BIN DINER STYLE MINT,6091.38,390,158,98,16.822151898734177,773.0,2995.0,2222.0,15.618923076923076,14541925.34000001,71.01716682154363,13.352910692693037
22898,CHILDRENS APRON APPLES DESIGN,6079.45,2877,445,249,2.4870246085011187,774.0,932.0,158.0,2.1131213069169275,14548004.790000008,71.04685651563423,13.370184833304544
72802C,VANILLA SCENT CANDLE JEWELLED BOX,6047.5599999999995,2184,269,143,4.5729520295202954,775.0,1215.0,440.0,2.7690293040293037,14554052.350000009,71.0763904712379,13.387458973916047
22361,GLASS JAR DAISY FRESH COTTON WOOL,6036.26,1854,501,189,4.225546719681909,776.0,1383.0,607.0,3.2558036677454156,14560088.610000009,71.10586924199042,13.404733114527554
23534,WALL ART STOP FOR TEA,6036.2,869,219,131,7.867545454545455,777.0,2230.0,1453.0,6.94614499424626,14566124.810000008,71.13534771972604,13.422007255139057
85178,VICTORIAN SEWING KIT,6024.52,5478,313,177,1.363103448275862,778.0,488.0,-290.0,1.0997663380795912,14572149.330000008,71.16476915683675,13.43928139575056
20751,FUNKY WASHING UP GLOVES ASSORTED,6023.26,2839,471,264,2.3205465587044536,779.0,949.0,170.0,2.1216132441000353,14578172.590000007,71.19418444059241,13.456555536362066
20979,36 PENCILS TUBE RED RETROSPOT,6019.7,4761,434,214,1.57,780.0,582.0,-198.0,1.264377231674018,14584192.290000007,71.22358233867814,13.473829676973569
21586,KINGS CHOICE GIANT TUBE MATCHES,6018.75,2583,238,172,2.5149590163934423,781.0,1037.0,256.0,2.3301393728222997,14590211.040000007,71.25297559732948,13.491103817585076
21918,SET 12 KIDS COLOUR CHALK STICKS,6013.14,14598,788,369,0.5222893081761006,782.0,128.0,-654.0,0.41191533086724214,14596224.180000007,71.28234145889986,13.50837795819658
22331,WOODLAND PARTY BAG + STICKER SET,6011.57,3661,438,225,1.9726923076923075,783.0,758.0,-25.0,1.6420568150778474,14602235.750000007,71.31169965319447,13.525652098808083
21591,COSY HOUR CIGAR BOX MATCHES,6003.08,3978,365,264,1.262421052631579,784.0,692.0,-92.0,1.509069884364002,14608238.830000008,71.3410163855965,13.54292623941959
22848,BREAD BIN DINER STYLE PINK,6001.0,373,148,74,18.048581081081082,785.0,3040.0,2255.0,16.08847184986595,14614239.830000008,71.37032296007904,13.560200380031093
23296,SET OF 6 TEA TIME BAKING CASES,5985.55,4979,378,243,1.524240837696335,786.0,553.0,-233.0,1.202159068085961,14620225.380000008,71.39955408270758,13.5774745206426
21980,PACK OF 12 RED SPOTTY TISSUES,5981.8099999999995,22721,271,186,0.37857142857142856,787.0,57.0,-730.0,0.26327230315567096,14626207.190000009,71.42876694061549,13.594748661254103
22855,FINE WICKER HEART,5979.24,4795,427,271,1.468498845265589,788.0,578.0,-210.0,1.2469739311783108,14632186.430000009,71.45796724763247,13.612022801865606
21124,SET/10 BLUE SPOTTY PARTY CANDLES,5966.95,4901,321,242,1.3044984802431612,789.0,562.0,-227.0,1.217496429300143,14638153.380000008,71.48710753501932,13.629296942477112
23312,VINTAGE CHRISTMAS GIFT SACK,5964.150000000001,1423,214,168,4.452293577981651,790.0,1688.0,898.0,4.191250878425861,14644117.530000009,71.51623414828379,13.646571083088615
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,5959.53,1016,383,164,6.753556701030928,791.0,2055.0,1264.0,5.865679133858268,14650077.060000008,71.54533819924626,13.663845223700122
23535,WALL ART BICYCLE SAFETY,5954.15,845,173,102,7.849252873563218,792.0,2263.0,1471.0,7.046331360946745,14656031.210000008,71.57441597635928,13.681119364311625
22491,PACK OF 12 COLOURED PENCILS,5950.0,7423,390,264,0.8962025316455696,793.0,337.0,-456.0,0.8015627104944093,14661981.210000008,71.60347348646943,13.698393504923132
23052,RECYCLED ACAPULCO MAT TURQUOISE,5949.34,654,278,147,9.784460431654676,794.0,2533.0,1739.0,9.0968501529052,14667930.550000008,71.63252777339359,13.715667645534635
22348,TEA BAG PLATE RED SPOTTY,5934.19,7126,465,214,1.0631063829787233,795.0,349.0,-446.0,0.8327518944709514,14673864.740000008,71.6615080735483,13.732941786146139
22827,RUSTIC SEVENTEEN DRAWER SIDEBOARD,5910.0,38,29,24,158.79310344827587,796.0,4694.0,3898.0,155.52631578947367,14679774.740000008,71.69037023905268,13.750215926757644
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,5884.92,4353,313,105,1.6559682539682539,797.0,636.0,-161.0,1.351922811853894,14685659.660000008,71.71910992348923,13.767490067369149
21407,BROWN CHECK CAT DOORSTOP,5883.33,1294,453,231,5.250021978021978,798.0,1780.0,982.0,4.5466228748068005,14691542.990000008,71.74784184297769,13.784764207980654
21561,DINOSAUR LUNCH BOX WITH CUTLERY,5874.01,2400,410,208,2.9101694915254233,799.0,1108.0,309.0,2.4475041666666666,14697417.000000007,71.776528247173,13.802038348592157
23113,PANTRY CHOPPING BOARD,5868.5,1154,57,39,6.361754385964912,800.0,1903.0,1103.0,5.085355285961872,14703285.500000007,71.8051877426489,13.81931248920366
22971,QUEENS GUARD COFFEE MUG,5849.29,2431,272,164,2.7821167883211677,801.0,1096.0,295.0,2.406125051419169,14709134.790000007,71.83375342387784,13.836586629815168
23485,BOTANICAL GARDENS WALL CLOCK,5843.92,262,83,70,24.791807228915662,802.0,3371.0,2569.0,22.305038167938932,14714978.710000006,71.86229288009345,13.853860770426671
23154,SET OF 4 JAM JAR MAGNETS,5842.88,2701,235,141,2.2075000000000005,803.0,1002.0,199.0,2.1632284339133654,14720821.590000007,71.89082725734932,13.871134911038178
22737,RIBBON REEL CHRISTMAS PRESENT,5840.43,3266,493,300,2.1432803180914513,804.0,845.0,41.0,1.7882516840171465,14726662.020000007,71.91934966974809,13.888409051649681
22660,DOORMAT I LOVE LONDON,5839.41,881,194,96,9.09840206185567,805.0,2217.0,1412.0,6.628161180476731,14732501.430000007,71.94786710085941,13.905683192261185
21832,CHOCOLATE CALCULATOR,5836.759999999999,3338,459,204,2.2659482758620686,806.0,834.0,28.0,1.7485799880167763,14738338.190000007,71.97637159039058,13.92295733287269
21988,PACK OF 6 SKULL PAPER PLATES,5820.099999999999,7829,416,209,0.9512735849056603,807.0,318.0,-489.0,0.7434027334270021,14744158.290000007,72.00479471889348,13.940231473484193
85132C,CHARLIE AND LOLA FIGURES TINS,5818.94,2062,302,144,4.964092409240924,808.0,1282.0,474.0,2.8219883608147427,14749977.230000006,72.03321218240278,13.9575056140957
22841,ROUND CAKE TIN VINTAGE GREEN,5811.87,746,303,215,8.394389438943895,809.0,2385.0,1576.0,7.790710455764075,14755789.100000005,72.061595118753,13.974779754707203
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,5803.58,2778,382,191,2.492030456852792,810.0,966.0,156.0,2.089121670266379,14761592.680000005,72.0899375699337,13.992053895318707
22687,DOORMAT CHRISTMAS VILLAGE,5784.67,895,149,97,9.817046979865772,811.0,2204.0,1393.0,6.46331843575419,14767377.350000005,72.118187671952,14.009328035930213
21313,GLASS HEART T-LIGHT HOLDER,5771.11,6711,415,173,1.1320383693045564,812.0,377.0,-435.0,0.8599478468186559,14773148.460000005,72.14637155214895,14.026602176541717
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,5768.830000000001,2761,408,228,2.513543689320388,813.0,977.0,164.0,2.0893987685621154,14778917.290000005,72.17454429770336,14.043876317153222
22200,FRYING PAN PINK POLKADOT,5750.95,1291,356,119,5.596106442577031,814.0,1782.0,968.0,4.454647560030984,14784668.240000004,72.20262972421898,14.061150457764725
21498,RED RETROSPOT WRAP,5736.42,14051,440,300,0.41777272727272724,815.0,138.0,-677.0,0.40825706355419544,14790404.660000004,72.23064419180658,14.07842459837623
37495,FAIRY CAKE BIRTHDAY CANDLE SET,5732.6,1560,330,206,4.146737160120845,816.0,1586.0,770.0,3.67474358974359,14796137.260000004,72.25864000398428,14.095698738987736
21452,TOADSTOOL MONEY BOX,5731.330000000001,1876,409,228,3.4547732696897375,817.0,1370.0,553.0,3.055079957356077,14801868.590000004,72.28662961397079,14.112972879599239
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,5729.570000000001,2645,473,295,2.4235010482180295,818.0,1019.0,201.0,2.1661890359168243,14807598.160000004,72.31461062879463,14.130247020210746
22241,GARLAND WOODEN HAPPY EASTER,5728.53,4244,463,234,1.5886111111111112,819.0,654.0,-165.0,1.3497950047125353,14813326.690000003,72.34258656465872,14.147521160822249
21577,SAVE THE PLANET COTTON TOTE BAG,5716.5199999999995,2556,464,241,2.713261802575107,820.0,1043.0,223.0,2.2365101721439746,14819043.210000003,72.3705038483049,14.164795301433752
22341,LOVE GARLAND PAINTED ZINC,5698.889999999999,3467,240,128,2.3590495867768593,821.0,797.0,-24.0,1.6437525237957886,14824742.100000003,72.39833503381612,14.18206944204526
22115,METAL SIGN EMPIRE TEA,5695.1,2889,500,244,3.2748111332007954,822.0,927.0,105.0,1.971304949809623,14830437.200000003,72.42614771042592,14.199343582656763
22060,LARGE CAKE STAND HANGING HEARTS,5691.41,733,158,112,9.86751552795031,823.0,2406.0,1583.0,7.764542974079126,14836128.610000003,72.45394236649585,14.216617723268268
21528,DAIRY MAID TRADITIONAL TEAPOT,5680.15,899,257,145,7.654163424124514,824.0,2198.0,1374.0,6.31829810901001,14841808.760000004,72.48168203305924,14.233891863879771
20676,RED SPOTTY BOWL,5660.1900000000005,4630,423,212,1.463561320754717,825.0,600.0,-225.0,1.2225032397408209,14847468.950000003,72.50932422266435,14.251166004491274
22045,SPACEBOY GIFT WRAP,5656.14,13767,446,279,0.41883408071748873,826.0,142.0,-684.0,0.4108476792329484,14853125.090000004,72.53694663362813,14.268440145102781
21703,BAG 125G SWIRLY MARBLES,5646.47,14577,561,293,0.49681109185441935,827.0,129.0,-698.0,0.3873547369143171,14858771.560000004,72.56452182003346,14.285714285714285
22335,HEART DECORATION PAINTED ZINC,5644.77,8666,510,242,0.8489312977099237,828.0,275.0,-553.0,0.6513697207477499,14864416.330000004,72.59208870429305,14.302988426325792
22854,CREAM SWEETHEART EGG HOLDER,5624.5,1160,244,169,5.4540650406504065,829.0,1898.0,1069.0,4.848706896551724,14870040.830000004,72.61955659767364,14.320262566937295
22653,BUTTON BOX,5618.21,3031,381,156,2.042291666666667,830.0,899.0,69.0,1.8535829759155393,14875659.040000005,72.64699377311499,14.3375367075488
84968B,S/16 VINTAGE IVORY CUTLERY,5617.66,423,130,49,14.94753846153846,831.0,2923.0,2092.0,13.280520094562647,14881276.700000005,72.674428262568,14.354810848160305
22073,RED RETROSPOT STORAGE JAR,5604.6,1400,322,173,4.57924924924925,832.0,1708.0,876.0,4.003285714285714,14886881.300000004,72.70179897200723,14.372084988771809
21207,SKULL AND CROSSBONES GARLAND,5597.419999999999,3601,282,167,1.7603886925795054,833.0,767.0,-66.0,1.5544071091363507,14892478.720000004,72.72913461708971,14.389359129383314
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,5587.63,1539,165,107,4.002814371257485,834.0,1598.0,764.0,3.6306887589343733,14898066.350000005,72.75642245157992,14.406633269994817
21749,LARGE RED SPOT WINDMILL,5554.92,2945,52,30,2.7224999999999997,835.0,916.0,81.0,1.886220713073005,14903621.270000005,72.78355054301878,14.423907410606324
22119,PEACE WOODEN BLOCK LETTERS,5543.87,896,340,244,6.8107204610951015,836.0,2200.0,1364.0,6.187354910714285,14909165.140000004,72.81062467051026,14.441181551217827
22899,CHILDREN'S APRON DOLLY GIRL,5542.95,2667,405,236,2.413970588235294,837.0,1011.0,174.0,2.0783464566929135,14914708.090000004,72.83769430507581,14.45845569182933
23531,WALL ART BIG LOVE,5538.26,976,112,77,7.661681415929204,838.0,2103.0,1265.0,5.674446721311476,14920246.350000003,72.86474103548636,14.475729832440837
22156,HEART DECORATION WITH PEARLS,5537.57,6156,581,259,1.0765151515151514,839.0,425.0,-414.0,0.899540285899935,14925783.920000004,72.89178439620244,14.49300397305234
21730,GLASS STAR FROSTED T-LIGHT HOLDER,5534.17,1115,293,155,5.4511111111111115,840.0,1947.0,1107.0,4.963381165919283,14931318.090000004,72.91881115262703,14.510278113663846
21900,"KEY FOB , SHED",5529.14,8325,837,361,0.8629729729729729,841.0,293.0,-548.0,0.664160960960961,14936847.230000004,72.94581334446745,14.52755225427535
23133,LARGE IVORY HEART WALL ORGANISER,5525.4,782,155,94,9.162451612903226,842.0,2337.0,1495.0,7.065728900255754,14942372.630000005,72.97279727158723,14.544826394886853
21242,RED SPOTTY PLATE,5523.2,3350,289,160,1.876539792387543,843.0,828.0,-15.0,1.6487164179104477,14947895.830000004,72.99977045475367,14.56210053549836
23177,TREASURE ISLAND BOOK BOX,5521.29,2532,267,174,2.702074074074074,844.0,1056.0,212.0,2.1806042654028435,14953417.120000003,73.0267343102152,14.579374676109863
23158,SET OF 5 LUCKY CAT MAGNETS,5513.83,2633,255,96,2.674823529411765,845.0,1026.0,181.0,2.0941245727307254,14958930.950000003,73.05366173390775,14.59664881672137
22670,FRENCH WC SIGN BLUE METAL,5510.57,4432,425,218,1.5685416666666667,846.0,624.0,-222.0,1.2433596570397112,14964441.520000003,73.08057323701493,14.613922957332873
21955,DOOR MAT UNION JACK GUNS AND ROSES,5510.39,809,230,114,8.802887931034483,847.0,2305.0,1458.0,6.811359703337454,14969951.910000004,73.10748386107139,14.631197097944376
23583,LUNCH BAG PAISLEY PARK,5497.33,3385,325,233,1.8020481927710843,848.0,822.0,-26.0,1.62402658788774,14975449.240000004,73.13433070511405,14.648471238555882
84971S,SMALL HEART FLOWERS HOOK,5493.3099999999995,6489,459,180,1.077489270386266,849.0,390.0,-459.0,0.8465572507320079,14980942.550000004,73.16115791702384,14.665745379167387
40016,CHINESE DRAGON PAPER LANTERNS,5487.3099999999995,15435,244,133,1.9042857142857144,850.0,118.0,-732.0,0.3555108519598315,14986429.860000005,73.18795582724277,14.683019519778892
82599,FANNY'S REST STOPMETAL SIGN,5479.4400000000005,2505,506,185,2.7062035225048926,851.0,1063.0,212.0,2.1874011976047907,14991909.300000004,73.2147153034105,14.700293660390395
79029,GLASS HONEYPOT WASP CATCHER,5473.82,2944,343,201,2.2632378223495704,852.0,918.0,66.0,1.8593138586956521,14997383.120000005,73.24144733366111,14.717567801001898
22203,MILK PAN RED RETROSPOT,5469.51,1404,394,166,4.614570707070707,853.0,1706.0,853.0,3.8956623931623935,15002852.630000005,73.26815831553046,14.734841941613405
85232B,SET OF 3 BABUSHKA STACKING TINS,5465.39,1093,168,94,5.612958579881657,854.0,1974.0,1120.0,5.000356816102471,15008318.020000005,73.2948491769054,14.752116082224909
72756,FAIRY CAKE CANDLES,5459.48,4012,129,114,1.46953488372093,855.0,683.0,-172.0,1.3607876370887337,15013777.500000006,73.32151117611485,14.769390222836416
22437,SET OF 9 BLACK SKULL BALLOONS,5457.97,6536,445,258,0.9758278145695365,856.0,388.0,-468.0,0.8350627294981641,15019235.470000006,73.34816580106543,14.786664363447919
85061W,WHITE JEWELLED HEART DECORATION,5451.49,6306,469,201,1.0804968944099378,857.0,405.0,-452.0,0.8644925467808436,15024686.960000006,73.37478878018987,14.803938504059422
22168,ORGANISER WOOD ANTIQUE WHITE,5450.43,657,311,249,8.4775884244373,858.0,2527.0,1669.0,8.29593607305936,15030137.390000006,73.40140658268226,14.821212644670927
20677,PINK POLKADOT BOWL,5449.13,4208,412,163,1.64052757793765,859.0,661.0,-198.0,1.2949453422053232,15035586.520000007,73.42801803647497,14.83848678528243
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,5442.61,1406,372,167,4.56997311827957,860.0,1702.0,842.0,3.8709886201991464,15041029.130000006,73.45459764909691,14.855760925893938
22483,RED GINGHAM TEDDY BEAR,5440.51,1883,351,223,3.2956980056980054,861.0,1365.0,504.0,2.889277748274031,15046469.640000006,73.48116700612707,14.873035066505441
20978,36 PENCILS TUBE SKULLS,5438.57,4117,557,253,1.586796460176991,862.0,670.0,-192.0,1.3210031576390575,15051908.210000006,73.50772688894384,14.890309207116944
21432,SET OF 3 CASES WOODLAND DESIGN,5435.91,942,237,152,6.09857740585774,863.0,2147.0,1284.0,5.770605095541401,15057344.120000007,73.53427378134433,14.907583347728451
16161P,WRAP ENGLISH ROSE,5435.4,13198,440,289,0.41895454545454547,864.0,155.0,-709.0,0.41183512653432336,15062779.520000007,73.56081818310109,14.924857488339955
22186,RED STAR CARD HOLDER,5431.400000000001,2004,345,234,3.2433526011560696,865.0,1312.0,447.0,2.710279441117765,15068210.920000007,73.58734305039728,14.942131628951461
22763,KEY CABINET MA CAMPAGNE,5430.59,662,135,95,11.09311111111111,866.0,2519.0,1653.0,8.203308157099698,15073641.510000007,73.6138639619652,14.959405769562965
22595,CHRISTMAS GINGHAM HEART,5429.91,6396,383,262,0.9934455958549222,867.0,392.0,-475.0,0.8489540337711069,15079071.420000007,73.64038155267481,14.97667991017447
85063,CREAM SWEETHEART MAGAZINE RACK,5426.74,308,180,104,18.89911111111111,868.0,3220.0,2352.0,17.619285714285713,15084498.160000008,73.66688366232444,14.993954050785973
21749,LARGE RED RETROSPOT WINDMILL,5426.06,2712,234,133,2.503675213675214,869.0,997.0,128.0,2.000759587020649,15089924.220000008,73.69338245111574,15.011228191397477
23135,SMALL ZINC HEART WALL ORGANISER,5416.18,1541,45,31,5.675777777777777,870.0,1597.0,727.0,3.5147177157689815,15095340.400000008,73.71983298978942,15.028502332008983
23205,CHARLOTTE BAG VINTAGE ALPHABET,5405.88,5457,445,192,1.164375,871.0,490.0,-381.0,0.9906322155030236,15100746.280000009,73.74623322722714,15.045776472620487
21069,VINTAGE BILLBOARD TEA MUG,5404.360000000001,5099,279,110,1.6897517730496454,872.0,536.0,-336.0,1.059886252206315,15106150.640000008,73.7726260415698,15.063050613231994
84937,KASHMIR FOLKART TUMBLERS,5394.54,2542,124,50,4.990161290322581,873.0,1048.0,175.0,2.1221636506687647,15111545.180000007,73.79897089881176,15.080324753843497
22534,MAGIC DRAWING SLATE SPACEBOY,5393.83,12666,579,349,0.4942114093959732,874.0,169.0,-705.0,0.4258510974261803,15116939.010000007,73.82531228868696,15.097598894455
22443,GROW YOUR OWN HERBS SET OF 3,5393.43,683,264,193,8.465509433962264,875.0,2483.0,1608.0,7.896676427525622,15122332.440000007,73.8516517251161,15.114873035066505
20682,RED RETROSPOT CHILDRENS UMBRELLA,5380.2699999999995,1591,346,190,3.9289655172413793,876.0,1570.0,694.0,3.3816907605279694,15127712.710000006,73.87792689316994,15.132147175678009
22333,RETRO SPORT PARTY BAG + STICKER SET,5370.08,3444,254,159,1.8630196078431371,877.0,807.0,-70.0,1.5592566782810684,15133082.790000007,73.90415229718546,15.149421316289516
21491,SET OF THREE VINTAGE GIFT WRAPS,5367.009999999999,2878,248,184,2.124,878.0,931.0,53.0,1.8648401667824877,15138449.800000006,73.93036270850249,15.166695456901019
22218,CAKE STAND LACE WHITE,5365.66,1234,265,143,5.378188679245283,879.0,1839.0,960.0,4.348184764991896,15143815.460000006,73.95656652693907,15.183969597512522
22350,ILLUSTRATED CAT BOWL,5362.2,1897,213,107,3.088325581395349,880.0,1362.0,482.0,2.8266736953083815,15149177.660000006,73.98275344806726,15.20124373812403
23494,VINTAGE DOILY DELUXE SEWING KIT,5354.01,809,205,145,6.812864077669903,881.0,2305.0,1424.0,6.618059332509271,15154531.670000006,74.0089003723874,15.218517878735533
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,5341.85,1737,188,132,3.7067368421052636,882.0,1457.0,575.0,3.0753310305123778,15159873.520000005,74.03498791194738,15.235792019347038
21041,RED RETROSPOT OVEN GLOVE DOUBLE,5334.06,1382,352,141,4.283785310734463,883.0,1723.0,840.0,3.8596671490593346,15165207.580000006,74.06103740814541,15.253066159958543
37446,MINI CAKE STAND WITH HANGING CAKES,5332.25,3691,410,168,1.8811084337349397,884.0,750.0,-134.0,1.4446626930371174,15170539.830000006,74.087078065,15.270340300570046
22951,60 CAKE CASES DOLLY GIRL DESIGN,5314.12,10050,609,328,0.6774595469255663,885.0,228.0,-657.0,0.5287681592039801,15175853.950000005,74.11303018191204,15.287614441181551
21363,HOME SMALL WOOD LETTERS,5296.4800000000005,984,401,224,5.966068796068797,886.0,2095.0,1209.0,5.38260162601626,15181150.430000005,74.1388961518529,15.304888581793055
21155,RED SPOTTY PEG BAG,5282.89,2662,364,179,2.4614246575342467,887.0,1012.0,125.0,1.9845567242674682,15186433.320000006,74.16469575346399,15.322162722404562
20975,12 PENCILS SMALL TUBE RED SPOTTY,5278.03,8267,368,220,0.7499739583333334,888.0,299.0,-589.0,0.6384456271924519,15191711.350000005,74.19047162070544,15.339436863016065
22801,ANTIQUE GLASS PEDESTAL BOWL,5277.95,1300,299,173,4.593202614379085,889.0,1774.0,885.0,4.059961538461538,15196989.300000004,74.21624709725768,15.356711003627568
22998,TRAVEL CARD WALLET KEEP CALM,5262.82,12366,534,217,0.49730483271375464,890.0,172.0,-718.0,0.42558790231279314,15202252.120000005,74.2419486847128,15.373985144239075
21718,RED METAL BEACH SPADE,5250.3,4030,467,223,1.6677659574468087,891.0,680.0,-211.0,1.3028039702233252,15207502.420000006,74.26758912930632,15.391259284850578
22564,ALPHABET STENCIL CRAFT,5221.4,4570,343,208,1.3229360465116278,892.0,608.0,-284.0,1.1425382932166301,15212723.820000006,74.29308843742214,15.408533425462084
22476,EMPIRE UNION JACK TV DINNER TRAY,5218.61,1333,270,145,6.568523985239852,893.0,1754.0,861.0,3.9149362340585143,15217942.430000005,74.31857412025171,15.425807566073587
21993,FLORAL FOLK STATIONERY SET,5216.88,2849,577,208,2.2613275862068964,894.0,940.0,46.0,1.831126711126711,15223159.310000006,74.3440513544271,15.443081706685092
22117,METAL SIGN HER DINNER IS SERVED,5207.7300000000005,1765,230,142,3.060434782608696,895.0,1442.0,547.0,2.9505552407932014,15228367.040000007,74.36948390352389,15.460355847296597
22691,DOORMAT WELCOME SUNRISE,5198.6,759,219,124,8.87840182648402,896.0,2361.0,1465.0,6.849275362318841,15233565.640000006,74.39487186521441,15.4776299879081
22030,SWALLOWS GREETING CARD,5197.84,12735,685,353,0.4647330447330447,897.0,165.0,-732.0,0.40815390655673345,15238763.480000006,74.42025611535745,15.494904128519607
21587,COSY HOUR GIANT TUBE MATCHES,5173.05,2071,260,207,2.5416974169741695,898.0,1277.0,379.0,2.4978512795750847,15243936.530000007,74.44551930068103,15.51217826913111
22180,RETRO SPOT LAMP,5164.42,511,196,127,10.975306122448979,899.0,2747.0,1848.0,10.106497064579257,15249100.950000007,74.47074034040591,15.529452409742614
21872,GLAMOROUS MUG,5163.8,5092,330,169,1.54105421686747,900.0,538.0,-362.0,1.0141005498821682,15254264.750000007,74.49595835228942,15.546726550354121
22894,TABLECLOTH RED APPLES DESIGN,5160.78,561,192,125,9.770309278350515,901.0,2662.0,1761.0,9.199251336898396,15259425.530000007,74.52116161565519,15.564000690965624
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,5160.03,3609,283,98,1.701896551724138,902.0,765.0,-137.0,1.4297672485453032,15264585.560000006,74.54636121630959,15.58127483157713
85132A,CHARLIE + LOLA BISCUITS TINS,5152.07,1348,250,98,6.6097600000000005,903.0,1745.0,842.0,3.8220103857566765,15269737.630000006,74.57152194338744,15.598548972188633
23263,SET OF 3 WOODEN HEART DECORATIONS,5147.19,3863,445,269,1.4479957805907173,904.0,713.0,-191.0,1.3324333419622054,15274884.820000006,74.59665883842338,15.61582311280014
21713,CITRONELLA CANDLE FLOWERPOT,5145.4400000000005,2733,391,232,2.3839393939393942,905.0,988.0,83.0,1.882707647274058,15280030.260000005,74.62178718713282,15.633097253411643
23162,REGENCY TEA STRAINER,5143.6900000000005,1412,176,96,4.422272727272728,906.0,1701.0,795.0,3.6428399433427767,15285173.950000005,74.64690698951577,15.650371394023146
23157,SET OF 6 NATIVITY MAGNETS,5143.06,2797,164,111,2.3477058823529413,907.0,959.0,52.0,1.8387772613514481,15290317.010000005,74.67202371522117,15.667645534634653
23165,LARGE CERAMIC TOP STORAGE JAR,5141.0599999999995,3114,280,167,1.9777738515901062,908.0,879.0,-29.0,1.650950545921644,15295458.070000006,74.6971306736963,15.684919675246157
22412,METAL SIGN NEIGHBOURHOOD WITCH,5140.820000000001,2401,402,166,2.5712315270935964,909.0,1107.0,198.0,2.1411162015826743,15300598.890000006,74.72223646010376,15.702193815857662
23132,SMALL IVORY HEART WALL ORGANISER,5138.6,1020,152,115,6.2221710526315785,910.0,2050.0,1140.0,5.037843137254902,15305737.490000006,74.74733140488561,15.719467956469165
22571,ROCKING HORSE RED CHRISTMAS,5135.24,5780,511,294,1.044126679462572,911.0,460.0,-451.0,0.8884498269896194,15310872.730000006,74.77240994072059,15.736742097080668
22426,ENAMEL WASH BOWL CREAM,5133.3,1361,379,182,4.626394736842105,912.0,1732.0,820.0,3.7717119764878766,15316006.030000007,74.79747900234219,15.754016237692175
22472,TV DINNER TRAY DOLLY GIRL,5130.62,1103,251,130,5.822709163346613,913.0,1958.0,1045.0,4.651514052583862,15321136.650000006,74.82253497587519,15.771290378303679
22509,SEWING BOX RETROSPOT DESIGN,5130.36,387,187,142,15.858031914893617,914.0,3004.0,2090.0,13.256744186046511,15326267.010000005,74.84758967966825,15.788564518915186
22244,3 HOOK HANGER MAGIC GARDEN,5122.759999999999,2732,223,89,2.7399999999999998,915.0,989.0,74.0,1.8750951683748167,15331389.770000005,74.87260726798621,15.805838659526689
21498,RED SPOTS WRAP,5115.5,12700,363,263,0.41597796143250687,916.0,166.0,-750.0,0.40279527559055117,15336505.270000005,74.89758940125823,15.823112800138192
22595,GINGHAM HEART DECORATION,5114.41,6139,413,251,1.0084761904761905,917.0,431.0,-486.0,0.8331014823261117,15341619.680000005,74.92256621138974,15.840386940749699
22610,PENS ASSORTED FUNNY FACE,5107.54,12680,287,157,0.5563194444444445,918.0,167.0,-751.0,0.4028028391167192,15346727.220000004,74.94750947108521,15.857661081361202
22374,AIRLINE BAG VINTAGE JET SET RED,5099.84,1029,433,226,5.293149425287356,919.0,2042.0,1123.0,4.956112730806608,15351827.060000004,74.97241512694406,15.874935221972708
23397,FOOT STOOL HOME SWEET HOME,5097.65,489,217,139,11.573870967741934,920.0,2786.0,1866.0,10.424642126789365,15356924.710000005,74.99731008768575,15.892209362584211
21471,STRAWBERRY RAFFIA FOOD COVER,5095.63,1406,319,165,3.9207523510971787,921.0,1702.0,781.0,3.624203413940256,15362020.340000005,75.02219518352484,15.909483503195714
