StockCode,DescriptionClean,Revenue,UnitsSold,Orders,Customers,AvgUnitPrice,RevenueRank,VolumeRank,RankDifference,RevenuePerUnit,ReturnedUnits,ReturnValue,ReturnOrders,ReturnRate
21542,WOODLAND WATER TRANSFER TATTOOS,1600.75,1877,190,112,1.016020942408377,2116.0,1368.0,-748.0,0.8528236547682472,70.0,59.5,6.0,3.7293553542887588
22892,SET OF SALT AND PEPPER TOADSTOOLS,3835.71,3123,265,145,1.3115471698113208,1165.0,877.0,-288.0,1.22821325648415,116.0,139.94,21.0,3.714377201408902
85221,ASSORTED COLOUR SILK COIN PURSE,1685.46,3558,47,35,1.0245833333333334,2058.0,774.0,-1284.0,0.4737099494097808,131.0,155.92000000000002,4.0,3.6818437324339515
21348,PINK SPOTS CHOCOLATE NESTING BOXES,2030.8400000000001,842,133,91,3.147611940298508,1846.0,2266.0,420.0,2.4119239904988126,31.0,54.25000000000001,5.0,3.681710213776722
20984,12 PENCILS TALL TUBE POSY,1940.9599999999998,5867,245,178,0.5354581673306773,1901.0,452.0,-1449.0,0.33082665757627405,216.0,44.760000000000005,3.0,3.6816089994886654
22694,WICKER STAR,10958.6,4893,858,484,2.4002183908045978,432.0,563.0,131.0,2.239648477416718,180.0,348.0,8.0,3.678724708767627
21199,PINK HEART CONFETTI IN TUBE,1495.6999999999998,1305,149,86,1.8689999999999998,2189.0,1771.0,-418.0,1.1461302681992336,48.0,20.16,1.0,3.67816091954023
22584,PACK OF 6 PANNETONE GIFT BOXES,12739.15,4989,571,408,2.852374350086655,362.0,552.0,190.0,2.55344758468631,183.0,390.15000000000003,4.0,3.668069753457607
22123,PING MICROWAVE APRON,1700.1399999999999,655,166,77,3.7334730538922156,2045.0,2531.0,486.0,2.5956335877862595,24.0,142.8,2.0,3.6641221374045805
21159,MOODY BOY DOOR HANGER,1445.37,2105,250,146,1.3357768924302789,2244.0,1254.0,-990.0,0.6866365795724465,77.0,34.61,3.0,3.6579572446555817
21161,KEEP OUT BOYS DOOR HANGER,1806.05,2360,206,120,1.675781990521327,1980.0,1133.0,-847.0,0.7652754237288135,86.0,47.66,3.0,3.6440677966101696
23392,SPACEBOY ROCKET LOLLY MAKERS,1475.03,662,113,70,2.7042982456140354,2206.0,2519.0,313.0,2.228141993957704,24.0,49.92,1.0,3.625377643504532
22959,WRAP CHRISTMAS VILLAGE,3971.46,9713,283,251,0.41809859154929574,1135.0,241.0,-894.0,0.40888088129311234,350.0,147.0,5.0,3.60341809945434
22202,MILK PAN PINK RETROSPOT,3011.2400000000002,750,188,67,5.012116402116402,1418.0,2375.0,957.0,4.014986666666667,27.0,101.25,10.0,3.5999999999999996
22095,LADS ONLY TISSUE BOX,3123.0299999999997,2978,284,125,1.3891780821917807,1377.0,912.0,-465.0,1.0487004701141704,107.0,119.88,7.0,3.593015446608462
85172,HYACINTH BULB T-LIGHT CANDLES,2274.56,4271,150,110,1.2240522875816993,1708.0,650.0,-1058.0,0.5325591196441114,153.0,64.25999999999999,6.0,3.582299227347226
21528,DAIRY MAID TRADITIONAL TEAPOT,5680.15,899,257,145,7.654163424124514,824.0,2198.0,1374.0,6.31829810901001,32.0,213.4,23.0,3.5595105672969964
22060,LARGE CAKE STAND HANGING HEARTS,5691.41,733,158,112,9.86751552795031,823.0,2406.0,1583.0,7.764542974079126,26.0,186.7,12.0,3.547066848567531
22945,CHRISTMAS METAL TAGS ASSORTED,7365.7,7641,338,244,2.2110693641618497,637.0,328.0,-309.0,0.9639706844653841,270.0,210.78,6.0,3.53356890459364
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,19194.13,1758,419,249,13.07895238095238,216.0,1447.0,1231.0,10.91816268486917,62.0,670.1,14.0,3.526734926052332
22156,HEART DECORATION WITH PEARLS,5537.57,6156,581,259,1.0765151515151514,839.0,425.0,-414.0,0.899540285899935,217.0,183.41,27.0,3.52501624431449
37342,POLKADOT COFFEE CUP & SAUCER PINK,1577.6200000000001,1589,117,51,1.8004237288135592,2135.0,1571.0,-564.0,0.9928382630585274,56.0,45.68,3.0,3.524229074889868
22561,WOODEN SCHOOL COLOURING SET,19524.269999999997,11643,905,556,1.7395341278439869,209.0,186.0,-23.0,1.6769105900541095,410.0,611.6999999999999,11.0,3.5214291849179764
22900,SET 2 TEA TOWELS I LOVE LONDON,19834.04,6156,723,252,3.684245283018868,205.0,425.0,220.0,3.22190383365822,216.0,552.5999999999999,11.0,3.508771929824561
23205,CHARLOTTE BAG VINTAGE ALPHABET,5405.88,5457,445,192,1.164375,871.0,490.0,-381.0,0.9906322155030236,191.0,140.25,8.0,3.500091625435221
21162,TOXIC AREA DOOR HANGER,1655.8799999999999,2402,285,172,1.274808362369338,2075.0,1105.0,-970.0,0.6893755203996669,84.0,44.76,2.0,3.4970857618651126
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1747.76,2718,329,141,0.8439402985074628,2008.0,994.0,-1014.0,0.6430316409124356,95.0,61.75,2.0,3.495217071376012
22186,RED STAR CARD HOLDER,5431.400000000001,2004,345,234,3.2433526011560696,865.0,1312.0,447.0,2.710279441117765,70.0,182.3,8.0,3.493013972055888
22848,BREAD BIN DINER STYLE PINK,6001.0,373,148,74,18.048581081081082,785.0,3040.0,2255.0,16.08847184986595,13.0,208.35,10.0,3.485254691689008
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,21201.13,2685,517,309,9.155689655172415,188.0,1007.0,819.0,7.896137802607076,93.0,695.35,50.0,3.4636871508379885
21357,TOAST ITS - DINOSAUR,1827.76,1388,211,105,1.5208796296296296,1967.0,1718.0,-249.0,1.316829971181556,48.0,60.0,1.0,3.45821325648415
23085,ANTIQUE SILVER BAUBLE LAMP,3583.23,376,78,64,10.834999999999999,1232.0,3033.0,1801.0,9.529867021276596,13.0,128.75,5.0,3.4574468085106385
84472,PINK AND LILAC QUILTED THROW,3402.32,87,30,23,46.424,1282.0,4199.0,2917.0,39.10712643678161,3.0,125.9,3.0,3.4482758620689653
22980,PANTRY SCRUBBING BRUSH,3910.0099999999998,2363,291,198,1.9236734693877549,1144.0,1132.0,-12.0,1.6546804909013964,81.0,124.04999999999998,6.0,3.427845958527296
85066,CREAM SWEETHEART MINI CHEST,38599.979999999996,3095,931,471,14.050127523910733,61.0,886.0,825.0,12.471722132471728,106.0,1235.4,56.0,3.4248788368336025
21731,RED TOADSTOOL LED NIGHT LIGHT,48315.84,28910,1537,415,2.237496782496782,36.0,34.0,-2.0,1.671250086475268,990.0,1457.8999999999999,24.0,3.4244206157039088
22307,GOLD MUG BONE CHINA TREE OF LIFE,1804.11,1199,118,87,2.3484873949579828,1981.0,1870.0,-111.0,1.5046788990825688,41.0,49.8,7.0,3.419516263552961
22623,BOX OF VINTAGE JIGSAW BLOCKS,12432.28,2313,542,334,5.657463235294117,370.0,1162.0,792.0,5.374958927799395,79.0,355.05,9.0,3.4154777345438823
23251,VINTAGE RED ENAMEL TRIM MUG,2090.75,1700,119,80,1.4140336134453781,1808.0,1486.0,-322.0,1.2298529411764705,58.0,72.5,5.0,3.4117647058823533
22846,BREAD BIN DINER STYLE RED,13213.97,823,344,189,17.592318840579708,345.0,2286.0,1941.0,16.055856622114216,28.0,450.59999999999997,19.0,3.402187120291616
22425,ENAMEL COLANDER CREAM,3754.4,735,280,179,5.608612099644128,1192.0,2402.0,1210.0,5.108027210884354,25.0,112.55,5.0,3.4013605442176873
84352,SILVER CHRISTMAS TREE BAUBLE STAND,3505.58,206,126,90,17.837936507936508,1258.0,3569.0,2311.0,17.0173786407767,7.0,118.65,6.0,3.3980582524271843
21282,NATURAL BARK CANDLE LARGE,1522.28,356,69,49,4.772028985507246,2175.0,3081.0,906.0,4.276067415730337,12.0,51.0,1.0,3.3707865168539324
23215,JINGLE BELL HEART ANTIQUE SILVER,7038.400000000001,3564,210,162,2.2615962441314554,659.0,773.0,114.0,1.9748597081930417,120.0,214.8,1.0,3.3670033670033668
22983,CARD BILLBOARD FONT,2300.21,5395,451,225,0.5278713968957871,1691.0,498.0,-1193.0,0.4263595922150139,181.0,68.75999999999999,3.0,3.3549582947173304
22784,LANTERN CREAM GAZEBO,7727.14,1551,369,234,5.620080428954424,613.0,1592.0,979.0,4.982037395228885,52.0,249.0,30.0,3.352675693101225
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,1981.8500000000001,2869,164,96,1.7262424242424241,1875.0,934.0,-941.0,0.6907807598466366,96.0,62.4,4.0,3.346113628441966
22468,BABUSHKA LIGHTS STRING OF 10,11542.6,1736,413,196,7.8801694915254235,404.0,1458.0,1054.0,6.648963133640553,58.0,352.3,6.0,3.3410138248847927
82494L,WOODEN FRAME ANTIQUE WHITE,43811.16,15301,1973,631,3.2012643678160924,46.0,122.0,76.0,2.863287366838769,511.0,1325.8500000000001,37.0,3.339651003202405
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,4189.5,210,94,69,19.95,1086.0,3557.0,2471.0,19.95,7.0,139.64999999999998,5.0,3.3333333333333335
23020,GLASS SONGBIRD STORAGE JAR,2191.84,180,76,67,12.99592105263158,1753.0,3671.0,1918.0,12.17688888888889,6.0,73.65,6.0,3.3333333333333335
21659,GLASS CAKE STAND,1891.7,120,66,45,17.163636363636364,1936.0,3935.0,1999.0,15.764166666666666,4.0,59.8,4.0,3.3333333333333335
23239,SET OF 4 KNICK KNACK TINS POPPIES,3353.84,842,178,125,4.393646408839779,1301.0,2266.0,965.0,3.983182897862233,28.0,115.8,9.0,3.32541567695962
22151,PLACE SETTING WHITE HEART,11609.19,27562,716,361,0.5367527173913044,399.0,38.0,-361.0,0.42120274290690085,915.0,332.46,7.0,3.3197881140700964
22474,SPACEBOY TV DINNER TRAY,4716.83,968,255,143,6.18237354085603,980.0,2117.0,1137.0,4.87275826446281,32.0,136.0,1.0,3.3057851239669422
22768,FAMILY PHOTO FRAME CORNICE,11064.72,1158,354,243,10.684241573033708,426.0,1900.0,1474.0,9.55502590673575,38.0,375.2,27.0,3.281519861830743
22504,CABIN BAG VINTAGE RETROSPOT,7985.03,366,115,55,25.72113043478261,591.0,3057.0,2466.0,21.817021857923496,12.0,322.25,8.0,3.278688524590164
23165,LARGE CERAMIC TOP STORAGE JAR,5141.0599999999995,3114,280,167,1.9777738515901062,908.0,879.0,-29.0,1.650950545921644,102.0,154.5,18.0,3.275529865125241
23083,SET 6 PAPER TABLE LANTERN STARS,7250.900000000001,1932,246,161,4.236586345381526,648.0,1343.0,695.0,3.7530538302277434,63.0,214.17000000000002,3.0,3.260869565217391
22146,EASTER CRAFT IVY WREATH WITH CHICK,2633.13,1413,107,93,2.0039449541284404,1557.0,1697.0,140.0,1.8635031847133758,46.0,77.7,2.0,3.255484784147204
21769,VINTAGE POST OFFICE CABINET,7954.87,123,48,42,77.62666666666667,596.0,3920.0,3324.0,64.67373983739837,4.0,319.8,4.0,3.2520325203252036
21812,GARLAND WITH HEARTS AND BELLS,3917.4900000000002,805,205,103,5.597766990291262,1143.0,2311.0,1168.0,4.866447204968944,26.0,128.70000000000002,4.0,3.229813664596273
21123,SET/10 IVORY POLKADOT PARTY CANDLES,1814.59,1490,172,78,1.1925142857142856,1978.0,1634.0,-344.0,1.2178456375838926,48.0,60.0,2.0,3.2214765100671143
22465,HANGING METAL STAR LANTERN,7284.24,4522,464,270,1.8498953974895398,645.0,615.0,-30.0,1.610844758956214,145.0,217.64999999999998,17.0,3.206545776205219
22211,WOOD STAMP SET FLOWERS,2022.35,1531,291,161,1.5166329966329966,1849.0,1606.0,-243.0,1.3209340300457217,49.0,71.25,2.0,3.200522534291313
21203,BUTTERFLIES HONEYCOMB GARLAND,2527.0,1539,145,85,2.0413513513513513,1600.0,1598.0,-2.0,1.6419753086419753,49.0,71.25,2.0,3.1838856400259905
22464,HANGING METAL HEART LANTERN,12985.31,7853,787,397,1.90234335839599,354.0,315.0,-39.0,1.6535476887813574,250.0,378.9,26.0,3.183496752833312
22606,WOODEN SKITTLES GARDEN SET,14881.94,1069,374,269,16.358620689655172,291.0,2005.0,1714.0,13.921365762394762,34.0,430.7,17.0,3.1805425631431246
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,2486.6600000000003,315,123,82,8.614596774193549,1618.0,3193.0,1575.0,7.894158730158731,10.0,79.5,3.0,3.1746031746031744
16033,MINI HIGHLIGHTER PENS,1544.52,15121,50,43,0.11639999999999999,2159.0,123.0,-2036.0,0.10214403809271873,480.0,57.6,4.0,3.1743932279611133
21706,"FOLDING UMBRELLA , RED/WHITE SPOT",2962.82,916,104,73,5.286153846153846,1431.0,2180.0,749.0,3.234519650655022,29.0,143.55,4.0,3.1659388646288207
22834,HAND WARMER BABUSHKA DESIGN,11072.83,6792,592,297,2.291513157894737,425.0,373.0,-52.0,1.630275323910483,215.0,331.25,8.0,3.1654888103651357
21826,EIGHT PIECE DINOSAUR SET,2326.87,1802,241,136,1.4558799999999998,1684.0,1419.0,-265.0,1.2912708102108768,57.0,71.25,7.0,3.1631520532741395
21479,WHITE SKULL HOT WATER BOTTLE,31079.8,6220,930,410,4.681708860759494,92.0,417.0,325.0,4.996752411575563,196.0,677.1800000000001,8.0,3.1511254019292605
21789,KIDS RAIN MAC PINK,2437.0699999999997,2920,218,138,0.9376923076923076,1636.0,921.0,-715.0,0.8346130136986301,92.0,78.19999999999999,5.0,3.1506849315068495
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,17239.69,8411,662,232,2.683268072289157,240.0,288.0,48.0,2.0496599690880988,265.0,479.58000000000004,8.0,3.1506360718107236
22738,RIBBON REEL SNOWY VILLAGE,8012.57,4447,498,274,2.1882599999999996,589.0,621.0,32.0,1.8017922194738025,140.0,207.0,3.0,3.1481897908702496
22649,STRAWBERRY FAIRY CAKE TEAPOT,11462.58,2292,487,198,5.709635627530364,408.0,1172.0,764.0,5.001125654450262,72.0,352.90000000000003,42.0,3.1413612565445024
22359,GLASS JAR KINGS CHOICE,3928.28,1242,199,111,3.560402010050251,1141.0,1834.0,693.0,3.162866344605475,39.0,115.05000000000001,14.0,3.140096618357488
21730,GLASS STAR FROSTED T-LIGHT HOLDER,5534.17,1115,293,155,5.4511111111111115,840.0,1947.0,1107.0,4.963381165919283,35.0,172.55,20.0,3.1390134529147984
21205,MULTICOLOUR 3D BALLS GARLAND,1746.97,669,144,86,2.9221476510067115,2010.0,2509.0,499.0,2.6113153961136026,21.0,53.55,4.0,3.1390134529147984
22963,JAM JAR WITH GREEN LID,3060.43,3670,317,169,1.073625,1401.0,755.0,-646.0,0.8339046321525885,115.0,90.86,12.0,3.1335149863760217
22428,ENAMEL FIRE BUCKET CREAM,3379.67,479,197,126,7.723030303030304,1289.0,2803.0,1514.0,7.0556784968684765,15.0,104.25,7.0,3.1315240083507305
22281,EASTER TREE YELLOW BIRDS,3285.86,511,149,83,8.12261744966443,1318.0,2747.0,1429.0,6.430254403131116,16.0,95.2,3.0,3.131115459882583
37501,TEA TIME TEA SET IN GIFT BOX,3401.15,481,177,106,7.300000000000001,1283.0,2799.0,1516.0,7.070997920997921,15.0,104.25,8.0,3.118503118503119
23319,BOX OF 6 MINI 50'S CRACKERS,9219.53,3720,403,300,2.651167883211679,525.0,740.0,215.0,2.4783682795698927,116.0,244.97000000000003,6.0,3.118279569892473
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,3263.03,839,271,80,4.701090909090909,1325.0,2270.0,945.0,3.889189511323004,26.0,64.2,2.0,3.098927294398093
21645,ASSORTED TUTTI FRUTTI ROUND BOX,1642.6499999999999,969,133,85,1.844148148148148,2084.0,2115.0,31.0,1.6952012383900927,30.0,49.49999999999999,3.0,3.0959752321981426
22582,PACK OF 6 SWEETIE GIFT BOXES,6324.77,2522,295,225,2.8735430463576157,749.0,1057.0,308.0,2.50783901665345,78.0,183.6,4.0,3.0927835051546393
21534,DAIRY MAID LARGE MILK JUG,4768.64,939,343,199,5.368121387283237,966.0,2153.0,1187.0,5.078423855165069,29.0,143.55,21.0,3.08839190628328
23348,CHILDRENS TOY COOKING UTENSIL SET,1633.81,746,168,95,2.5796470588235296,2094.0,2385.0,291.0,2.190093833780161,23.0,47.260000000000005,8.0,3.0831099195710454
21627,ELEPHANT CARNIVAL POUFFE,3766.35,195,115,31,22.700782608695654,1183.0,3618.0,2435.0,19.314615384615383,6.0,78.7,2.0,3.076923076923077
22424,ENAMEL BREAD BIN CREAM,20886.89,1531,741,310,15.343867924528302,191.0,1606.0,1415.0,13.64264532984977,47.0,570.45,26.0,3.069888961463096
84406B,CREAM CUPID HEARTS COAT HANGER,23080.13,7131,841,318,3.74048178613396,165.0,347.0,182.0,3.236590940961997,218.0,663.1,12.0,3.057074744075165
21204,DAISIES HONEYCOMB GARLAND,2682.99,1608,205,109,1.9919806763285024,1538.0,1557.0,19.0,1.668526119402985,49.0,71.25,2.0,3.0472636815920398
21833,CAMOUFLAGE LED TORCH,10681.67,6239,444,210,2.048943820224719,446.0,415.0,-31.0,1.7120804616124379,190.0,297.5,10.0,3.0453598333066196
22978,PANTRY ROLLING PIN,9564.98,2464,238,153,4.3442436974789915,505.0,1080.0,575.0,3.8818912337662335,75.0,272.61,12.0,3.043831168831169
21163,DO NOT TOUCH MY STUFF DOOR HANGER,1757.9199999999998,2800,253,158,1.3365530303030302,2004.0,957.0,-1047.0,0.6278285714285714,85.0,46.01,3.0,3.0357142857142856
22047,EMPIRE GIFT WRAP,3351.0,8250,261,211,0.4179310344827586,1302.0,300.0,-1002.0,0.4061818181818182,250.0,89.0,3.0,3.0303030303030303
22575,METAL MERRY CHRISTMAS WREATH,6699.71,3113,330,207,2.092623906705539,704.0,880.0,176.0,2.1521715387086413,94.0,160.5,7.0,3.0195952457436555
84792,ENCHANTED BIRD COATHANGER 5 HOOK,10119.51,2297,519,248,5.2575623800383875,479.0,1166.0,687.0,4.405533304309969,69.0,270.45,8.0,3.0039181541140616
23163,REGENCY SUGAR TONGS,4515.22,1832,209,95,3.329234449760766,1023.0,1400.0,377.0,2.4646397379912663,55.0,114.4,2.0,3.002183406113537
47556B,TEA TIME TEA TOWELS,13691.02,5201,449,209,3.198761061946903,329.0,520.0,191.0,2.6323822341857337,156.0,402.6,3.0,2.9994231878484907
22927,GREEN GIANT GARDEN THERMOMETER,2948.57,468,162,101,6.695493827160495,1436.0,2830.0,1394.0,6.300363247863248,14.0,83.3,7.0,2.9914529914529915
84691,PACK 20 DOLLY PEGS,2225.5,2747,235,124,1.0269491525423728,1734.0,982.0,-752.0,0.8101565344011649,82.0,56.10000000000001,3.0,2.9850746268656714
23118,PARISIENNE JEWELLERY DRAWER,6102.18,813,258,154,8.39046511627907,772.0,2298.0,1526.0,7.505756457564576,24.0,180.0,17.0,2.952029520295203
37450,CERAMIC CAKE BOWL + HANGING CAKES,7023.14,2444,391,138,3.4510804020100503,663.0,1092.0,429.0,2.8736252045826514,72.0,193.2,27.0,2.9459901800327333
20801,LARGE PINK GLASS SUNDAE DISH,1422.0,1092,111,61,2.2076521739130435,2263.0,1976.0,-287.0,1.3021978021978022,32.0,24.0,2.0,2.93040293040293
51014A,"FEATHER PEN,HOT PINK",4556.5,6681,377,161,0.8222015915119363,1012.0,378.0,-634.0,0.6820086813351295,195.0,165.75,4.0,2.918724741805119
22810,SET OF 6 T-LIGHTS SNOWMEN,6729.130000000001,2199,328,213,3.41,700.0,1211.0,511.0,3.0600864029104144,64.0,169.60000000000002,3.0,2.910413824465666
22153,ANGEL DECORATION STARS ON DRESS,2469.16,5705,283,136,0.5477133105802048,1625.0,470.0,-1155.0,0.432806310254163,166.0,69.72,5.0,2.9097283085013146
22667,RECIPE BOX RETROSPOT,10891.7,3886,670,338,3.0047275405007365,436.0,709.0,273.0,2.802804940813176,113.0,319.75,33.0,2.907874420998456
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,15411.9,5026,997,383,3.7266401590457257,275.0,549.0,274.0,3.066434540389972,146.0,399.71999999999997,10.0,2.904894548348587
35004C,SET OF 3 COLOURED FLYING DUCKS,15874.38,3035,355,112,7.756394366197183,261.0,898.0,637.0,5.230438220757825,88.0,426.8,31.0,2.899505766062603
84670,JAPANESE CROCHETED ANIMAL,2128.72,5196,182,114,0.4957671957671958,1790.0,521.0,-1269.0,0.4096843725943033,150.0,63.0,3.0,2.886836027713626
23108,SET OF 10 LED DOLLY LIGHTS,13290.519999999999,2219,372,271,6.469919571045577,339.0,1203.0,864.0,5.989418657052726,64.0,317.6,18.0,2.8841820639927898
44230,SQUARE MIRROR CURTAIN,3381.62,347,53,25,9.157547169811322,1288.0,3103.0,1815.0,9.745302593659941,10.0,77.91,4.0,2.881844380403458
23174,REGENCY SUGAR BOWL GREEN,12342.43,3055,322,190,4.795123456790124,374.0,893.0,519.0,4.040075286415712,88.0,345.2,17.0,2.8805237315875614
21361,LOVE LARGE WOOD LETTERS,7361.74,556,286,181,14.29027777777778,639.0,2673.0,2034.0,13.240539568345323,16.0,202.2,13.0,2.877697841726619
23404,HOME SWEET HOME BLACKBOARD,4561.76,1011,169,104,6.0208875739644965,1010.0,2063.0,1053.0,4.512126607319486,29.0,143.55,14.0,2.868447082096934
22154,ANGEL DECORATION 3 BUTTONS,3073.32,7114,317,163,0.5343768996960486,1395.0,350.0,-1045.0,0.43201012088838914,204.0,85.67999999999999,14.0,2.8675850435760473
22535,MAGIC DRAWING SLATE BUNNIES,1741.53,4214,293,201,0.46983108108108107,2018.0,659.0,-1359.0,0.4132724252491694,120.0,50.4,3.0,2.8476506881822496
22801,ANTIQUE GLASS PEDESTAL BOWL,5277.95,1300,299,173,4.593202614379085,889.0,1774.0,885.0,4.059961538461538,37.0,138.39,21.0,2.8461538461538463
22941,CHRISTMAS LIGHTS 10 REINDEER,21727.58,2615,483,315,9.705392561983471,179.0,1029.0,850.0,8.308826003824093,74.0,610.3000000000001,26.0,2.829827915869981
22435,SET OF 9 HEART SHAPED BALLOONS,6185.22,4915,537,303,1.4271297989031078,762.0,559.0,-203.0,1.258437436419125,139.0,154.75,4.0,2.8280773143438456
22127,PARTY CONES CARNIVAL ASSORTED,4153.11,3468,155,128,1.8159119496855347,1092.0,796.0,-296.0,1.1975519031141868,98.0,122.31,5.0,2.825836216839677
22242,5 HOOK HANGER MAGIC TOADSTOOL,2763.96,1774,110,77,1.8511711711711711,1494.0,1435.0,-59.0,1.5580383314543405,50.0,82.5,5.0,2.818489289740699
21383,PACK OF 12 STICKY BUNNIES,1590.43,2204,323,169,0.9649240121580547,2126.0,1208.0,-918.0,0.7216107078039927,62.0,40.300000000000004,5.0,2.813067150635209
22907,PACK OF 20 NAPKINS PANTRY DESIGN,7279.03,8686,829,445,0.9729777256740914,646.0,272.0,-374.0,0.8380186507022795,244.0,167.07999999999998,7.0,2.809118121114437
22760,"TRAY, BREAKFAST IN BED",4506.889999999999,356,120,82,14.2095,1025.0,3081.0,2056.0,12.659803370786515,10.0,125.7,9.0,2.8089887640449436
21166,COOK WITH WINE METAL SIGN,38138.86,19932,1425,475,2.276118466898955,65.0,72.0,7.0,1.9134487256672688,558.0,967.2299999999999,17.0,2.79951836243227
22426,ENAMEL WASH BOWL CREAM,5133.3,1361,379,182,4.626394736842105,912.0,1732.0,820.0,3.7717119764878766,38.0,129.7,8.0,2.792064658339456
22198,LARGE POPCORN HOLDER,11063.4,6323,554,212,2.061032028469751,427.0,401.0,-26.0,1.7497074173651748,176.0,284.59999999999997,53.0,2.783488850229322
22636,CHILDS BREAKFAST SET CIRCUS PARADE,13437.03,1619,489,312,8.789838056680162,334.0,1545.0,1211.0,8.299586164298951,45.0,375.7,24.0,2.7794935145151327
84598,BOYS ALPHABET IRON ON PATCHES,4350.14,20775,217,30,0.37119815668202766,1052.0,68.0,-984.0,0.2093930204572804,576.0,120.96,2.0,2.7725631768953067
22098,BOUDOIR SQUARE TISSUE BOX,1952.04,2865,309,161,1.2482131661442006,1898.0,935.0,-963.0,0.6813403141361256,79.0,35.11,7.0,2.757417102966841
21888,BINGO SET,13862.17,3525,828,444,4.5841927710843375,320.0,781.0,461.0,3.9325304964539005,97.0,363.75,10.0,2.75177304964539
22580,ADVENT CALENDAR GINGHAM SACK,13141.08,2326,496,275,6.1263581488933605,350.0,1156.0,806.0,5.649647463456578,64.0,331.8,7.0,2.751504729148753
22915,ASSORTED BOTTLE TOP MAGNETS,1474.52,3281,194,116,1.1767692307692308,2207.0,841.0,-1366.0,0.44941176470588234,90.0,37.8,4.0,2.7430661383724475
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,15275.82,17144,1086,578,0.9761738351254479,283.0,98.0,-185.0,0.8910300979934671,470.0,334.22,12.0,2.741483901073262
16169E,WRAP 50'S CHRISTMAS,1892.46,4563,149,143,0.41919999999999996,1934.0,609.0,-1325.0,0.4147403024326101,125.0,52.5,2.0,2.739425816348893
22207,FRYING PAN UNION FLAG,13298.57,3103,480,189,5.545791666666667,338.0,883.0,545.0,4.285713825330325,85.0,324.75,6.0,2.7392845633258136
22960,JAM MAKING SET WITH JARS,38380.11,9030,1160,583,5.054668389319552,64.0,259.0,195.0,4.25028903654485,247.0,1012.79,87.0,2.735326688815061
82482,WOODEN PICTURE FRAME WHITE FINISH,41837.6,16914,2006,601,2.924807502467917,55.0,100.0,45.0,2.473548539671278,460.0,1068.15,30.0,2.7196405344684877
23351,ROLL WRAP 50'S CHRISTMAS,4875.65,3535,354,242,1.5103072625698326,956.0,776.0,-180.0,1.379250353606789,96.0,104.88,3.0,2.7157001414427158
23287,RED VINTAGE SPOT BEAKER,1603.3899999999999,1879,198,114,1.03395,2115.0,1367.0,-748.0,0.8533209153805215,51.0,43.349999999999994,2.0,2.7142096860031932
22939,APRON APPLE DELIGHT,2556.66,516,136,87,5.724705882352942,1590.0,2740.0,1150.0,4.954767441860465,14.0,69.30000000000001,2.0,2.7131782945736433
20681,PINK SPOTTY CHILDS UMBRELLA,3292.86,1000,206,127,3.6892270531400966,1315.0,2080.0,765.0,3.29286,27.0,86.75,11.0,2.7
22843,BISCUIT TIN VINTAGE GREEN,3851.76,596,178,134,7.101444444444445,1157.0,2606.0,1449.0,6.46268456375839,16.0,107.2,14.0,2.684563758389262
47599A,PINK PARTY BAGS,11180.57,5967,369,202,2.2879892761394105,417.0,447.0,30.0,1.8737338696162225,160.0,247.35999999999999,3.0,2.6814144461203284
20725,LUNCH BAG RED RETROSPOT,41043.02,22232,1837,605,2.115301399354144,58.0,59.0,1.0,1.84612360561353,596.0,890.4,51.0,2.680820439006837
22057,CERAMIC PLATE STRAWBERRY DESIGN,4011.73,3060,260,113,2.046153846153846,1122.0,892.0,-230.0,1.3110228758169935,82.0,122.17999999999999,11.0,2.679738562091503
22946,WOODEN ADVENT CALENDAR CREAM,15060.57,976,275,152,18.37695652173913,290.0,2103.0,1813.0,15.430911885245902,26.0,390.3,14.0,2.663934426229508
22593,CHRISTMAS GINGHAM STAR,4823.9,5420,415,247,1.0660671462829736,960.0,495.0,-465.0,0.8900184501845018,144.0,103.68,1.0,2.6568265682656826
20914,SET/5 RED SPOTTY LID GLASS BOWLS,29468.52,10708,884,357,3.1738530066815147,101.0,209.0,108.0,2.7520097123645875,284.0,741.8000000000001,43.0,2.6522226372805378
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,3813.7799999999997,2451,252,132,1.7399999999999998,1170.0,1085.0,-85.0,1.5560097919216644,65.0,97.64999999999999,8.0,2.6519787841697267
22839,3 TIER CAKE TIN GREEN AND CREAM,8794.42,566,256,138,18.081206225680933,545.0,2655.0,2110.0,15.537844522968198,15.0,222.04999999999998,11.0,2.65017667844523
21539,RETRO SPOTS BUTTER DISH,4142.87,868,174,111,5.61864406779661,1097.0,2232.0,1135.0,4.772891705069124,23.0,111.05,16.0,2.6497695852534564
