StockCode,DescriptionClean,Revenue,UnitsSold,Orders,Customers,AvgUnitPrice,RevenuePerUnit,ReturnedUnits,ReturnValue,ReturnRate
22603,CHRISTMAS RETROSPOT TREE WOOD,3552.0899999999997,4143,388,236,1.0315656565656566,0.857371469949312,13.0,11.049999999999999,0.313782283369539
23210,WHITE ROCKING HORSE HAND PAINTED,3551.53,2849,192,115,1.4668316831683168,1.2465882765882768,200.0,219.76,7.02000702000702
22320,BIRDS MOBILE VINTAGE DESIGN,3545.02,598,180,130,6.202333333333334,5.928127090301003,23.0,136.85,3.8461538461538463
23332,IVORY WICKER HEART LARGE,3542.7099999999996,2059,287,207,1.7616891891891888,1.720597377367654,2.0,3.3,0.09713453132588634
20886,BOX OF 9 PEBBLE CANDLES,3540.22,1777,308,163,2.387220447284345,1.992245357343838,6.0,11.7,0.3376477208778841
21784,SHOE SHINE BOX,3538.2799999999997,290,178,78,12.688595505617975,12.200965517241379,7.0,69.64999999999999,2.413793103448276
21054,NURSE'S BAG SOFT TOY,3538.0,382,182,119,9.614863387978142,9.261780104712042,2.0,17.9,0.5235602094240838
20786,BLACK RETRO BAR STOOL,3533.9,100,32,9,35.75939393939394,35.339,2.0,79.9,2.0
23191,BUNDLE OF 3 RETRO NOTE BOOKS,3529.8899999999994,2141,276,178,1.8762411347517731,1.6487108827650627,3.0,4.949999999999999,0.14012143858010276
22602,CHRISTMAS RETROSPOT HEART WOOD,3529.31,4307,289,199,0.9706397306397305,0.8194358021824936,12.0,10.2,0.2786162061759926
47505,MINATURE COLOURED GARDENING SET,3527.42,737,178,129,5.334722222222222,4.786187245590231,19.0,87.05000000000001,2.578018995929444
21179,NO JUNK MAIL METAL SIGN,3517.9,4284,505,231,1.328307392996109,0.821171802054155,12.0,4.68,0.2801120448179272
23091,ZINC HERB GARDEN CONTAINER,3516.64,556,204,155,6.744,6.324892086330935,7.0,43.75,1.2589928057553956
23353,6 GIFT TAGS VINTAGE CHRISTMAS,3510.05,4007,327,227,0.9988519637462235,0.8759795358123285,24.0,19.92,0.5989518342899924
22765,NEWSPAPER STAND,3508.3,311,53,36,17.09075471698113,11.280707395498393,1.0,14.95,0.3215434083601286
23189,SET OF 12 FORK CANDLES,3507.5099999999998,1249,141,89,3.3956338028169015,2.808254603682946,1.0,2.89,0.08006405124099279
22902,TOTE BAG I LOVE LONDON,3506.56,1716,199,102,2.593283582089552,2.0434498834498833,24.0,50.400000000000006,1.3986013986013985
84352,SILVER CHRISTMAS TREE BAUBLE STAND,3505.58,206,126,90,17.837936507936508,17.0173786407767,7.0,118.65,3.3980582524271843
21499,BLUE POLKADOT WRAP,3504.84,8702,264,200,0.41628787878787876,0.4027625833141807,225.0,82.5,2.5856125028729027
22076,6 RIBBONS EMPIRE,3490.1899999999996,2365,376,197,1.7246052631578948,1.475767441860465,0.0,0.0,0.0
21469,POLKA DOT RAFFIA FOOD COVER,3482.01,1165,210,130,3.972095238095238,2.9888497854077256,50.0,67.5,4.291845493562231
22352,LUNCHBOX WITH CUTLERY RETROSPOT,3481.89,1413,232,114,2.8957021276595745,2.4641825902335457,34.0,86.7,2.40622788393489
21466,RED FLOWER CROCHET FOOD COVER,3479.79,927,275,147,3.984782608695652,3.753818770226537,0.0,0.0,0.0
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",3462.49,183,25,23,24.5848,18.92071038251366,4.0,93.8,2.185792349726776
22309,TEA COSY RED STRIPE,3459.08,1331,266,117,3.446516853932584,2.5988580015026295,26.0,66.3,1.9534184823441023
20675,BLUE SPOTTY BOWL,3455.94,2849,308,157,1.4349838187702264,1.213036153036153,19.0,23.75,0.666900666900667
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,3454.09,1448,183,113,2.910752688172043,2.3854212707182323,4.0,10.2,0.2762430939226519
22172,METAL SHELF WITH RAIL,3451.82,378,185,124,9.579301075268818,9.131798941798943,4.0,34.0,1.0582010582010581
23350,ROLL WRAP VINTAGE SPOT,3445.08,2712,305,205,1.4612861736334404,1.2703097345132743,24.0,30.0,0.8849557522123894
23426,METAL SIGN DROP YOUR PANTS,3444.43,1275,206,126,3.3344711538461542,2.7015137254901957,6.0,17.34,0.4705882352941176
85123a,WHITE HANGING HEART T-LIGHT HOLDER,3444.02,516,99,0,6.543333333333333,6.674457364341086,0.0,0.0,0.0
23354,6 GIFT TAGS 50'S CHRISTMAS,3429.4,3740,322,235,0.9722121212121212,0.916951871657754,60.0,49.8,1.6042780748663104
22531,MAGIC DRAWING SLATE CIRCUS PARADE,3427.12,7944,402,249,0.486019656019656,0.4314098690835851,0.0,0.0,0.0
23156,SET OF 5 MINI GROCERY MAGNETS,3423.29,1665,205,117,2.261497584541063,2.05603003003003,24.0,49.92,1.4414414414414414
23127,FELTCRAFT GIRL NICOLE KIT,3422.4,668,182,137,5.279782608695652,5.123353293413174,13.0,64.35,1.9461077844311379
48189,DOOR MAT FRIENDSHIP,3420.2400000000002,470,181,117,8.07232044198895,7.277106382978724,0.0,0.0,0.0
23014,GLASS APOTHECARY BOTTLE ELIXIR,3419.5800000000004,856,209,122,4.863838862559241,3.9948364485981314,9.0,35.55,1.0514018691588785
23388,WOODLAND MINI BACKPACK,3411.34,816,152,114,4.640657894736842,4.180563725490196,0.0,0.0,0.0
21191,LARGE WHITE HONEYCOMB PAPER BELL,3408.61,1479,201,96,2.8894554455445545,2.3046720757268426,0.0,0.0,0.0
21902,"KEY FOB , FRONT DOOR",3408.03,5359,474,250,0.7798367346938776,0.6359451390184736,57.0,37.05,1.0636312744915097
21364,PEACE SMALL WOOD LETTERS,3407.7200000000003,468,167,118,7.620658682634731,7.281452991452992,2.0,13.5,0.4273504273504274
84472,PINK AND LILAC QUILTED THROW,3402.32,87,30,23,46.424,39.10712643678161,3.0,125.9,3.4482758620689653
37501,TEA TIME TEA SET IN GIFT BOX,3401.15,481,177,106,7.300000000000001,7.070997920997921,15.0,104.25,3.118503118503119
22440,BALLOON WATER BOMB PACK OF 35,3399.41,8523,292,187,0.4507333333333333,0.3988513434236771,44.0,18.48,0.5162501466619734
20983,12 PENCILS TALL TUBE RED RETROSPOT,3395.02,3922,383,245,0.9333080808080807,0.865634880163182,19.0,16.15,0.4844467108618052
22059,CERAMIC STRWBERRY DESIGN MUG,3393.1,2347,215,106,1.8904017857142856,1.445717937792927,35.0,52.15,1.4912654452492544
22459,CAST IRON HOOK GARDEN TROWEL,3389.74,1386,173,124,2.871085714285714,2.4456998556998557,0.0,0.0,0.0
44230,SQUARE MIRROR CURTAIN,3381.62,347,53,25,9.157547169811322,9.745302593659941,10.0,77.91,2.881844380403458
22428,ENAMEL FIRE BUCKET CREAM,3379.67,479,197,126,7.723030303030304,7.0556784968684765,15.0,104.25,3.1315240083507305
21327,SKULLS WRITING SET,3378.5099999999998,1926,495,212,2.00214,1.7541588785046727,0.0,0.0,0.0
23188,VINTAGE 2 METRE FOLDING RULER,3374.0499999999997,1627,152,102,1.9993506493506492,2.0737861094038106,1.0,1.65,0.06146281499692685
22862,LOVE HEART NAPKIN BOX,3373.22,758,221,143,4.877876106194691,4.450158311345646,4.0,17.0,0.5277044854881267
22776,SWEETHEART 3 TIER CAKE STAND,3371.58,284,158,99,12.072264150943397,11.871760563380281,24.0,219.95,8.450704225352112
84508A,CAMOFLAGE DESIGN TEDDY,3368.92,1586,44,31,2.541555555555555,2.124161412358134,8.0,16.8,0.5044136191677175
22822,CREAM WALL PLANTER HEART SHAPED,3367.35,581,183,139,6.362445652173913,5.79578313253012,2.0,11.9,0.34423407917383825
22366,DOOR MAT AIRMAIL,3366.71,461,142,92,8.24669014084507,7.3030585683297184,0.0,0.0,0.0
21211,SET OF 72 SKULL PAPER DOILIES,3365.64,2405,237,139,1.6702521008403362,1.3994345114345115,12.0,17.4,0.498960498960499
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,3361.25,481,44,21,11.095227272727273,6.988045738045738,0.0,0.0,0.0
22223,CAKE PLATE LOVEBIRD PINK,3359.66,726,175,89,5.410338983050847,4.62763085399449,1.0,4.95,0.13774104683195593
22477,WATERING CAN GARDEN MARKER,3356.74,2414,276,155,1.6487364620938627,1.39053024026512,1.0,1.25,0.041425020712510356
23239,SET OF 4 KNICK KNACK TINS POPPIES,3353.84,842,178,125,4.393646408839779,3.983182897862233,28.0,115.8,3.32541567695962
22047,EMPIRE GIFT WRAP,3351.0,8250,261,211,0.4179310344827586,0.4061818181818182,250.0,89.0,3.0303030303030303
84968D,S/16 VINTAGE RED CUTLERY,3349.7599999999998,287,38,12,14.493684210526316,11.67163763066202,0.0,0.0,0.0
22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",3331.91,425,129,65,11.791846153846153,7.839788235294117,20.0,199.0,4.705882352941177
21917,SET 12 KIDS WHITE CHALK STICKS,3324.22,8010,467,246,0.4968577494692144,0.41500873907615476,21.0,8.82,0.2621722846441948
22136,LOVE HEART SOCK HANGER,3322.22,1989,265,117,2.0905555555555555,1.670296631473102,3.0,4.55,0.1508295625942685
22536,MAGIC DRAWING SLATE PURDEY,3314.08,8491,352,233,0.4557617728531856,0.3903050288540808,131.0,47.82,1.5428100341538098
23065,LARGE DECO JEWELLERY STAND,3302.44,263,95,77,12.99621052631579,12.55680608365019,1.0,12.5,0.38022813688212925
84813,SET OF 4 DIAMOND NAPKIN RINGS,3300.7599999999998,422,99,53,11.604747474747473,7.82170616113744,1.0,3.95,0.23696682464454977
21500,PINK POLKADOT WRAP,3298.5,8125,260,191,0.4165384615384615,0.40596923076923075,0.0,0.0,0.0
22176,BLUE OWL SOFT TOY,3297.9300000000003,1088,257,124,3.3631660231660234,3.031185661764706,9.0,26.550000000000004,0.8272058823529412
22183,CAKE STAND VICTORIAN FILIGREE MED,3297.25,586,209,58,6.313157894736842,5.626706484641638,9.0,56.2,1.5358361774744027
20702,PINK PADDED MOBILE,3296.7,782,245,151,4.303225806451613,4.215728900255754,11.0,46.75,1.4066496163682864
21239,PINK POLKADOT CUP,3292.9,3685,382,166,1.1207012987012985,0.89359565807327,33.0,28.05,0.8955223880597015
20681,PINK SPOTTY CHILDS UMBRELLA,3292.86,1000,206,127,3.6892270531400966,3.29286,27.0,86.75,2.7
22122,SET OF 2 FANCY FONT TEA TOWELS,3290.0800000000004,1095,191,113,3.4707142857142856,3.0046392694063933,0.0,0.0,0.0
37410,BLACK AND WHITE PAISLEY FLOWER MUG,3288.65,25707,33,13,7.556969696969697,0.12792819076516124,6.0,7.5,0.02333994631812347
22281,EASTER TREE YELLOW BIRDS,3285.86,511,149,83,8.12261744966443,6.430254403131116,16.0,95.2,3.131115459882583
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,3276.62,204,133,91,17.33932330827068,16.06186274509804,18.0,244.9,8.823529411764707
23308,SET OF 60 VINTAGE LEAF CAKE CASES,3272.6099999999997,6139,382,209,0.6942159383033419,0.5330851930281805,0.0,0.0,0.0
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,3271.4100000000003,1171,138,122,3.0120289855072464,2.793689154568745,22.0,64.9,1.8787361229718187
22794,SWEETHEART WIRE MAGAZINE RACK,3271.35,389,209,130,8.881196172248805,8.409640102827764,5.0,39.75,1.2853470437017995
84975,HEART SHAPED MIRROR,3266.4,1990,212,115,2.0309345794392524,1.6414070351758794,9.0,15.21,0.4522613065326633
21467,CHERRY CROCHET FOOD COVER,3263.75,1025,254,145,4.033984375,3.1841463414634146,5.0,18.75,0.4878048780487805
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,3263.03,839,271,80,4.701090909090909,3.889189511323004,26.0,64.2,3.098927294398093
23395,BELLE JARDINIERE CUSHION COVER,3257.08,748,210,141,4.915592417061611,4.354385026737968,7.0,26.25,0.9358288770053476
23053,RECYCLED ACAPULCO MAT PINK,3254.32,364,164,105,9.819390243902438,8.940439560439561,1.0,8.25,0.27472527472527475
84510A,SET OF 4 ENGLISH ROSE COASTERS,3254.14,2402,474,200,1.6820964360587003,1.3547626977518734,21.0,26.25,0.8742714404662781
21477,STRING OF 20 ROSE LIGHTS,3248.94,273,45,35,14.872666666666666,11.900879120879122,23.0,257.24999999999994,8.424908424908425
22059,CERAMIC STRAWBERRY DESIGN MUG,3245.93,2593,243,112,1.668893280632411,1.2518048592364057,30.0,44.7,1.1569610489780178
84849B,FAIRY SOAP SOAP HOLDER,3244.14,1936,293,123,2.0241496598639457,1.6756921487603305,13.0,21.970000000000002,0.6714876033057852
22419,LIPSTICK PEN RED,3242.59,6847,509,191,0.5990366088631984,0.47357820943478895,10.0,4.14,0.1460493646852636
21829,DINOSAUR KEYRINGS ASSORTED,3242.18,15035,409,211,0.264126213592233,0.21564216827402727,289.0,60.69,1.9221815763219154
22792,FLUTED ANTIQUE CANDLE HOLDER,3241.1299999999997,3489,262,128,1.124885496183206,0.928956721123531,12.0,10.2,0.34393809114359414
22733,3D TRADITIONAL CHRISTMAS STICKERS,3238.49,2461,302,185,1.5417532467532469,1.3159244209670864,20.0,25.0,0.8126777732629012
18098C,PORCELAIN BUTTERFLY OIL BURNER,3231.13,1232,239,104,3.228048780487805,2.6226704545454544,24.0,70.80000000000001,1.948051948051948
23051,RECYCLED ACAPULCO MAT BLUE,3223.49,365,162,95,9.636790123456791,8.831479452054793,2.0,16.5,0.547945205479452
20992,JAZZ HEARTS PURSE NOTEBOOK,3220.3999999999996,6151,433,222,0.6853215077605321,0.5235571451796456,0.0,0.0,0.0
23230,WRAP ALPHABET DESIGN,3217.92,7976,235,178,0.41736170212765955,0.40345035105315946,75.0,31.5,0.9403209628886661
21732,RED HANGING METAL STAR TLIGHT HLDR,3214.57,925,58,50,3.8156666666666665,3.475210810810811,3.0,10.530000000000001,0.3243243243243243
21473,SWEETHEART CREAM STEEL TABLE RECT,3212.16,157,90,65,20.839,20.459617834394905,4.0,79.8,2.547770700636943
22194,BLACK DINER WALL CLOCK,3212.1,373,160,100,9.188625,8.611528150134047,6.0,51.0,1.6085790884718498
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,3210.04,251,143,109,13.428888888888888,12.789003984063745,0.0,0.0,0.0
79323GR,GREEN CHERRY LIGHTS,3209.36,532,83,60,7.097469879518073,6.032631578947369,194.0,1168.5,36.46616541353384
23393,HOME SWEET HOME CUSHION COVER,3207.91,801,229,165,4.481428571428571,4.004881398252184,21.0,78.75,2.6217228464419478
84596F,SMALL MARSHMALLOWS PINK BOWL,3196.43,4720,600,216,0.8523645320197045,0.6772097457627119,16.0,6.72,0.3389830508474576
79164,BLACK WINE GLASS,3196.0099999999998,3653,91,43,6.560434782608695,0.8749000821242814,24.0,36.599999999999994,0.6569942513003011
21986,PACK OF 12 PINK SPOT TISSUES,3194.19,8317,197,128,0.40386934673366837,0.38405554887579657,24.0,6.959999999999999,0.288565588553565
21333,CLASSIC WHITE FRAME,3192.09,1057,222,150,3.225765765765766,3.0199526963103125,18.0,59.02,1.7029328287606436
21111,"SWISS ROLL TOWEL, CHOCOLATE SPOTS",3187.1600000000003,1379,214,109,3.501898148148148,2.3112110224800584,7.0,20.650000000000002,0.5076142131979695
21830,ASSORTED CREEPY CRAWLIES,3185.6,7658,256,151,0.46162790697674416,0.4159832854531209,672.0,247.68,8.775137111517367
21628,TRIANGULAR POUFFE VINTAGE,3185.2799999999997,164,87,24,22.65022988505747,19.422439024390243,4.0,59.8,2.4390243902439024
21584,RETRO SPOT SMALL TUBE MATCHES,3183.45,2005,131,113,1.647037037037037,1.5877556109725686,20.0,33.0,0.997506234413965
22503,CABIN BAG VINTAGE PAISLEY,3178.02,141,54,29,25.080925925925925,22.539148936170214,22.0,546.6999999999999,15.602836879432624
84968C,S/16 VINTAGE PISTACHIO CUTLERY,3177.2999999999997,262,58,20,14.377758620689654,12.12709923664122,0.0,0.0,0.0
21557,SET OF 6 FUNKY BEAKERS,3169.3900000000003,932,302,71,4.149375,3.4006330472103006,1.0,2.95,0.1072961373390558
22863,SOAP DISH BROCANTE,3166.61,1107,169,120,3.2187058823529417,2.8605329719963866,13.0,38.35000000000001,1.1743450767841013
21936,RED/WHITE SPOT PICNIC BAG,3164.59,1125,111,73,3.6107964601769913,2.812968888888889,14.0,41.300000000000004,1.2444444444444445
21949,SET OF 6 STRAWBERRY CHOPSTICKS,3164.18,2598,269,91,1.7667777777777778,1.2179291762894533,6.0,7.5,0.23094688221709006
22965,3 TRADITIONAL BISCUIT CUTTERS SET,3162.6400000000003,1488,250,180,2.342896825396825,2.1254301075268818,38.0,79.80000000000001,2.553763440860215
23342,MINT DINER WALL CLOCK,3159.41,371,162,104,8.835555555555555,8.515929919137466,1.0,8.5,0.2695417789757413
22702,BLACK AND WHITE CAT BOWL,3156.3199999999997,1589,94,66,2.176842105263158,1.9863561988672118,2.0,3.95,0.12586532410320958
82494l,WOODEN FRAME ANTIQUE WHITE,3155.93,378,86,0,8.21860465116279,8.349021164021163,0.0,0.0,0.0
22700,BLACK AND WHITE DOG BOWL,3155.4,1384,98,79,2.8379591836734694,2.279913294797688,22.0,31.300000000000004,1.5895953757225432
84944,SET OF 6 KASHMIR FOLKART BAUBLES,3153.88,1135,194,122,3.8585204081632654,2.778748898678414,93.0,244.45,8.193832599118943
21519,GIN & TONIC DIET GREETING CARD,3149.93,7356,553,181,0.5015342960288808,0.4282123436650353,36.0,15.120000000000001,0.48939641109298526
23035,DRAWER KNOB CERAMIC IVORY,3147.79,2155,190,110,1.646020942408377,1.460691415313225,9.0,13.049999999999999,0.41763341067285387
23323,WHITE WICKER STAR,3146.78,1469,294,210,2.251291390728477,2.14212389380531,3.0,6.300000000000001,0.2042205582028591
22313,OFFICE MUG WARMER PINK,3146.07,985,137,74,4.273453237410072,3.193979695431472,252.0,647.4,25.583756345177665
21705,BAG 500G SWIRLY MARBLES,3145.7099999999996,2534,225,142,1.8070175438596492,1.241400947119179,26.0,41.49999999999999,1.0260457774269929
21239,PINK SPOTTY CUP,3145.4900000000002,3684,369,163,0.9951612903225806,0.8538246471226928,19.0,16.02,0.5157437567861021
21500,PINK SPOTS WRAP,3144.5,7825,232,167,0.41620689655172416,0.40185303514376997,0.0,0.0,0.0
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,3141.11,2368,226,95,1.5384782608695653,1.3264822635135136,12.0,15.0,0.5067567567567568
22325,MOBILE VINTAGE HEARTS,3139.99,699,224,129,5.006,4.492117310443491,48.0,237.6,6.866952789699571
21820,GLITTER HEART GARLAND WITH BELLS,3132.39,795,180,112,4.692065217391304,3.94011320754717,30.0,112.5,3.7735849056603774
82578,KITCHEN METAL SIGN,3129.2400000000002,5595,704,322,0.7130898876404494,0.5592922252010725,13.0,7.15,0.2323503127792672
22095,LADS ONLY TISSUE BOX,3123.0299999999997,2978,284,125,1.3891780821917807,1.0487004701141704,107.0,119.88,3.593015446608462
23346,SPACEBOY BEAKER,3112.34,2628,184,106,1.5186559139784948,1.1842998477929985,6.0,7.5,0.228310502283105
21352,EUCALYPTUS & PINECONE WREATH,3110.28,880,158,77,5.293647798742139,3.534409090909091,11.0,74.25,1.25
21272,SALLE DE BAIN HOOK,3109.83,2348,339,167,1.6387209302325583,1.3244591141396933,13.0,16.25,0.5536626916524702
22406,MONEY BOX KINGS CHOICE DESIGN,3104.35,2451,214,142,1.467685185185185,1.26656466748266,50.0,55.66,2.039983680130559
22891,TEA FOR ONE POLKADOT,3103.7,644,230,108,5.596608695652174,4.8194099378881985,37.0,157.25,5.745341614906832
22177,5 HOOK BLACKBOARD ORGANISER,3101.46,325,125,90,11.89312,9.542953846153846,25.0,227.0,7.6923076923076925
22972,CHILDREN'S SPACEBOY MUG,3100.9399999999996,1810,238,145,1.995774058577406,1.7132265193370164,34.0,56.099999999999994,1.8784530386740332
47504K,ENGLISH ROSE GARDEN SECATEURS,3096.08,2654,312,210,1.8726498422712934,1.1665712132629993,22.0,28.98,0.8289374529012812
22572,ROCKING HORSE GREEN CHRISTMAS,3087.18,3439,362,211,1.0399731903485254,0.8976970049432974,3.0,2.55,0.08723466123873219
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,3083.82,2338,236,117,1.7566390041493773,1.318999144568007,30.0,37.5,1.2831479897348161
79072,TEATIME CAKE TIN WITH HANDLE,3083.2,284,107,41,12.714485981308412,10.856338028169013,15.0,149.25,5.28169014084507
21707,"FOLDING UMBRELLA , BLACK/BLUE SPOT",3077.01,775,69,54,5.066811594202899,3.970335483870968,0.0,0.0,0.0
84279B,CHERRY BLOSSOM DECORATIVE FLASK,3076.92,808,215,140,4.296511627906977,3.808069306930693,17.0,63.75,2.103960396039604
21765,HANGING METAL BIRD BATH,3076.39,372,144,104,8.968367346938777,8.26986559139785,9.0,66.75,2.4193548387096775
22347,PIZZA SLICE DISH,3074.18,2680,113,49,1.6698230088495576,1.1470820895522387,0.0,0.0,0.0
23188,VINTAGE 2 METER FOLDING RULER,3073.72,1844,181,131,1.8808196721311474,1.666876355748373,13.0,21.449999999999996,0.7049891540130151
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,3073.43,611,294,163,5.211627118644068,5.030163666121113,7.0,33.95,1.1456628477905073
22154,ANGEL DECORATION 3 BUTTONS,3073.32,7114,317,163,0.5343768996960486,0.43201012088838914,204.0,85.67999999999999,2.8675850435760473
84912B,GREEN ROSE WASHBAG,3072.64,1125,259,56,3.5072030651340995,2.7312355555555556,0.0,0.0,0.0
22473,TV DINNER TRAY VINTAGE PAISLEY,3070.92,813,211,120,5.152085308056872,3.777269372693727,0.0,0.0,0.0
22757,LARGE RED BABUSHKA NOTEBOOK,3070.18,2696,308,161,1.519105431309904,1.1387908011869436,1.0,1.25,0.0370919881305638
21206,STRAWBERRY HONEYCOMB GARLAND,3067.8999999999996,2155,238,117,1.8592916666666666,1.4236194895591645,11.0,18.15,0.5104408352668214
21537,RED RETROSPOT PUDDING BOWL,3065.45,712,183,133,4.643422459893048,4.305407303370786,56.0,213.0,7.865168539325842
22963,JAM JAR WITH GREEN LID,3060.43,3670,317,169,1.073625,0.8339046321525885,115.0,90.86,3.1335149863760217
20985,HEART CALCULATOR,3047.99,2370,291,162,1.5422333333333333,1.2860717299578057,44.0,54.43,1.8565400843881856
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3047.91,702,256,62,4.7349609375,4.341752136752136,2.0,8.5,0.2849002849002849
21408,SPOTTY PINK DUCK DOORSTOP,3045.31,703,240,114,5.908458333333333,4.331877667140825,5.0,21.25,0.7112375533428165
22754,SMALL RED BABUSHKA NOTEBOOK,3044.8599999999997,3924,492,237,0.994507042253521,0.7759582059123342,12.0,10.2,0.3058103975535168
23461,SWEETHEART BIRD HOUSE,3041.21,847,94,75,4.551500000000001,3.5905667060212516,4.0,16.6,0.47225501770956313
23329,DECORATIVE WICKER HEART LARGE,3038.1899999999996,1767,233,168,1.7691199999999998,1.7194057724957552,3.0,4.949999999999999,0.1697792869269949
22208,WOOD STAMP SET THANK YOU,3036.95,2366,433,237,1.5570748299319728,1.2835798816568047,25.0,31.409999999999997,1.0566356720202874
22037,ROBOT BIRTHDAY CARD,3035.7,7054,634,270,0.521748031496063,0.4303515735752764,12.0,5.04,0.1701162461015027
21588,RETRO SPOT GIANT TUBE MATCHES,3034.9500000000003,1295,102,85,2.5240384615384617,2.3435907335907338,24.0,61.2,1.8532818532818531
15044C,PURPLE PAPER PARASOL,3027.26,967,231,100,3.820387931034483,3.130568769389866,5.0,13.95,0.5170630816959669
23242,TREASURE TIN BUFFALO BILL,3024.63,1470,214,132,2.2825345622119815,2.057571428571429,27.0,56.160000000000004,1.8367346938775513
23237,SET OF 4 KNICK KNACK TINS LEAF,3020.61,747,123,94,4.271626016260163,4.043654618473896,14.0,56.900000000000006,1.8741633199464525
22067,CHOC TRUFFLE GOLD TRINKET POT,3019.3199999999997,1855,252,108,2.096968503937008,1.6276657681940698,20.0,32.199999999999996,1.078167115902965
21626,VINTAGE UNION JACK PENNANT,3017.0699999999997,1496,204,136,2.3283009708737863,2.016758021390374,60.0,117.0,4.010695187165775
22349,"DOG BOWL , CHASING BALL DESIGN",3014.3,754,136,104,4.172205882352941,3.997745358090186,12.0,42.120000000000005,1.5915119363395225
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,3012.78,3431,250,158,0.9221259842519685,0.8781055085980765,14.0,17.5,0.40804430195278346
22202,MILK PAN PINK RETROSPOT,3011.2400000000002,750,188,67,5.012116402116402,4.014986666666667,27.0,101.25,3.5999999999999996
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,3008.82,2207,231,89,1.664025974025974,1.363307657453557,13.0,16.25,0.5890348889895787
23236,DOILEY STORAGE TIN,3004.46,1094,122,93,3.103008130081301,2.746307129798903,5.0,14.450000000000001,0.4570383912248629
22712,CARD DOLLY GIRL,3002.42,7295,508,209,0.5518664047151277,0.4115723098012337,37.0,15.54,0.5071967100753941
22755,SMALL PURPLE BABUSHKA NOTEBOOK,2997.63,3776,499,243,0.9772189349112426,0.7938638771186441,12.0,10.2,0.31779661016949157
84912A,PINK ROSE WASHBAG,2996.44,1094,231,59,3.620258620689655,2.7389762340036565,0.0,0.0,0.0
23390,DOLLY GIRL MINI BACKPACK,2992.3900000000003,739,161,116,4.392682926829269,4.049242219215156,1.0,4.15,0.13531799729364005
22132,RED LOVE HEART SHAPE CUP,2989.81,3345,388,154,1.149254498714653,0.8938146487294469,12.0,10.2,0.35874439461883406
22925,BLUE GIANT GARDEN THERMOMETER,2989.52,488,191,130,6.48421875,6.126065573770492,8.0,47.6,1.639344262295082
21507,"ELEPHANT, BIRTHDAY CARD,",2980.63,7113,489,230,0.49518367346938774,0.4190397863067623,12.0,5.04,0.1687051876845213
21354,TOAST ITS - BEST MUM,2979.46,2476,217,123,1.4986238532110092,1.2033360258481423,0.0,0.0,0.0
22375,AIRLINE BAG VINTAGE JET SET BROWN,2969.29,595,287,135,5.431527777777777,4.990403361344538,2.0,10.6,0.33613445378151263
22519,CHILDS GARDEN BRUSH PINK,2968.77,1431,263,142,2.4310943396226414,2.0746121593291407,14.0,29.400000000000002,0.9783368273934312
21706,"FOLDING UMBRELLA , RED/WHITE SPOT",2962.82,916,104,73,5.286153846153846,3.234519650655022,29.0,143.55,3.1659388646288207
22905,CALENDAR IN SEASON DESIGN,2957.17,1077,194,111,2.9630769230769234,2.7457474466109564,0.0,0.0,0.0
22674,FRENCH TOILET SIGN BLUE METAL,2956.33,2377,297,182,1.4519666666666666,1.243723180479596,14.0,17.5,0.5889777029869584
22664,TOY TIDY DOLLY GIRL DESIGN,2954.19,1429,266,107,2.761428571428571,2.0673128061581525,12.0,25.2,0.8397480755773268
22816,CARD MOTORBIKE SANTA,2950.93,6856,436,258,0.4823006833712984,0.43041569428238036,48.0,20.16,0.7001166861143524
22927,GREEN GIANT GARDEN THERMOMETER,2948.57,468,162,101,6.695493827160495,6.300363247863248,14.0,83.3,2.9914529914529915
23211,RED ROCKING HORSE HAND PAINTED,2930.57,2329,160,82,1.5651851851851852,1.2582954057535423,24.0,30.0,1.03048518677544
22071,SMALL WHITE RETROSPOT MUG IN BOX,2929.75,1147,175,139,3.8278531073446325,2.5542720139494333,288.0,188.0,25.108979947689626
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,2927.4900000000002,1400,250,147,2.475277777777778,2.091064285714286,2.0,4.2,0.14285714285714285
85049D,BRIGHT BLUES RIBBONS,2922.96,2330,400,263,1.320909090909091,1.254489270386266,0.0,0.0,0.0
21948,SET OF 6 CAKE CHOPSTICKS,2921.36,2293,267,71,1.8755762081784386,1.2740340165721762,0.0,0.0,0.0
21214,SET OF 72 IVORY PAPER DOILIES,2920.8199999999997,2006,199,106,1.9927722772277228,1.4560418743768693,1.0,1.45,0.049850448654037885
